prodcode	dmdcode	gemscriptcode	therapyevents	productname	ingredient	strength	formulation	routeofadministration	bnfchapter	bnftext	database_build	unclearnumber	BBvar
77442	10467211000001108	1908020	832	"Tildiem 60mg modified-release tablets (Dowelhurst Ltd)"	"Diltiazem hydrochloride"	"60mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"August 2019"	1908020	1
1597	318445000	63899020	153916	"Labetalol 100mg tablets"	"Labetalol hydrochloride"	"100mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	3967001	1
30770	22311000001107	49923020	723	"Labetalol 200mg tablets (A A H Pharmaceuticals Ltd)"	"Labetalol hydrochloride"	"200mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	461010	1
73641	18497911000001104	78481020	0	"Bisoprolol 10mg tablets (Almus Pharmaceuticals Ltd)"	"Bisoprolol fumarate"	"10mg"	"Tablet"	"Oral"	0	"Unknown"	"November 2018"	8228009	1
34492	774211000001105	60231020	307	"Atenolol 25mg tablets (Mylan)"	"Atenolol"	"25mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	3075009	1
67317	18189911000001108	1885020	23	"Dilzem XL 120 capsules (Mawdsley-Brooks & Company Ltd)"	"Diltiazem hydrochloride"	"120mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"August 2016"	1885020	1
23326	175605001000027104	71607020	223	"Betadur cr 160mg Modified-release capsule (Monmouth Pharmaceuticals Ltd)"	"Propranolol hydrochloride"	"160mg"	"Modified-release capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"February 2009"	6122001	1
45759	129455001000027104	65091020	11	"Diltiazem HCl 240mg Capsule (PLIVA Pharma Ltd)"	"Diltiazem hydrochloride"	"240mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"July 2011"	4284009	1
34945	90285001000027104	59464020	18	"Propranolol 160mg Modified-release capsule (Lagap)"	"Propranolol hydrochloride"	"160mg"	"Modified-release capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"February 2009"	2894009	1
19440	34711000001104	77223020	243	"Disogram SR 300mg capsules (Ranbaxy (UK) Ltd)"	"Diltiazem hydrochloride"	"300mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	7797001	1
22826	69645001000027104	56814020	195	"Securon 160mg Tablet (Abbott Laboratories Ltd)"	"Verapamil hydrochloride"	"160mg"	"Tablet"	"Oral"		"Supraventricular Arrhythmias/Calcium-Channel Blockers"	"February 2009"	2209001	1
72540	12287411000001104	31456020	7	"Bisoprolol 10mg/5ml oral suspension"	"Bisoprolol fumarate"	"2mg/1ml"	"Oral suspension"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"July 2018"	31456020	1
34882	38985001000027112	52909020	75	"Atenolol 50mg Tablet (Berk Pharmaceuticals Ltd)"	"Atenolol"	"50mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	1200009	1
26895	28711000001109	79594020	226	"Syprol 10mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)"	"Propranolol hydrochloride"	"2mg/1ml"	"Oral solution"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"February 2009"	8673002	1
66548	22612611000001100	16660021	0	"Atenolol 50mg tablets (DE Pharmaceuticals)"	"Atenolol"	"50mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"June 2016"	16660021	1
13856	7855011000001100	84570020	2000	"Verapress MR 240mg tablets (Actavis UK Ltd)"	"Verapamil hydrochloride"	"240mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	10975001	1
31489	233535001000027104	86211020	60	"Bi-carzem xl 240mg Capsule (Tillomed Laboratories Ltd)"	"Diltiazem hydrochloride"	"240mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	11709001	1
47415	203125001000027104	77105020	11	"Diltiazem sr 60mg Capsule (Hillcross Pharmaceuticals Ltd)"	"Diltiazem hydrochloride"	"60mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"June 2012"	7756009	1
50224	20475811000001108	41307020	41	"Congescor 2.5mg tablets (Teva UK Ltd)"	"Bisoprolol fumarate"	"2.5mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"January 2013"	41307020	1
67293	18633611000001108	876020	188	"Half Securon SR 120mg tablets (Mawdsley-Brooks & Company Ltd)"	"Verapamil hydrochloride"	"120mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"August 2016"	876020	1
12392	391811000001102	68478020	34482	"Univer 180mg modified-release capsules (Teva UK Ltd)"	"Verapamil hydrochloride"	"180mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	5225002	1
67292	14493011000001108	1157020	117	"Celectol 200mg tablets (Sigma Pharmaceuticals Plc)"	"Celiprolol hydrochloride"	"200mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"August 2016"	1157020	1
55298	15058011000001108	1097020	0	"Bisoprolol 10mg tablets (Sigma Pharmaceuticals Plc)"	"Bisoprolol fumarate"	"10mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"May 2013"	1097020	1
67890	21965511000001104	47165020	4	"Uard 300XL capsules (Ennogen Healthcare Ltd)"	"Diltiazem hydrochloride"	"300mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"October 2016"	47165020	1
84491	16510511000001104	953020	29	"Half Inderal LA 80mg capsules (Mawdsley-Brooks & Company Ltd)"	"Propranolol hydrochloride"	"80mg"	"Modified-release capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"September 2021"	953020	1
3057	140411000001109	58377020	13815	"Securon 120mg tablets (Abbott Laboratories Ltd)"	"Verapamil hydrochloride"	"120mg"	"Tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	2617003	1
16038	5711000001106	87830020	43604	"Dilzem SR 120 capsules (Teva UK Ltd)"	"Diltiazem hydrochloride"	"120mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	12489001	1
47041	13436211000001104	75328020	59	"Bisoprolol 2.5mg tablets (Mylan)"	"Bisoprolol fumarate"	"2.5mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"April 2012"	7190009	1
4923	197585001000027104	75521020	61789	"Diltiazem 24hr 180mg modified-release capsules"	"Diltiazem Hydrochloride"	"180mg"	"24 Hour Modified Release Capsules"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	7246002	1
8071	31811000001105	48396020	73591	"Betaloc 50mg tablets (AstraZeneca UK Ltd)"	"Metoprolol tartrate"	"50mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"February 2009"	107001	1
82526	5374311000001102	949020	94	"Half Inderal LA 80mg capsules (Waymade Healthcare Plc)"	"Propranolol hydrochloride"	"80mg"	"Modified-release capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"January 2021"	949020	1
4265	157565001000027104	68965020	83753	"Celectol 200mg Tablet (Pantheon Healthcare Ltd)"	"Celiprolol hydrochloride"	"200mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	5362001	1
72220	24412311000001104	23656021	0	"Propranolol 10mg/5ml oral solution sugar free (CST Pharma Ltd)"	"Propranolol hydrochloride"	"2mg/1ml"	"Oral solution"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"May 2018"	23656021	1
32089	12155001000027108	49567020	297	"Diltiazem HCl 120mg Modified-release capsule (Hillcross Pharmaceuticals Ltd)"	"Diltiazem Hydrochloride"	"120mg"	"Modified-Release Capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	379010	1
37837	187815001000027104	73574020	32	"Bisoprolol 2.5mg Tablet (Teva UK Ltd)"	"Bisoprolol fumarate"	"2.5mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	6694009	1
26211	877011000001106	68815020	1380	"Antipressan 25mg tablets (Teva UK Ltd)"	"Atenolol"	"25mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	5320003	1
76252	8394111000001103	68809020	7	"Propranolol 160mg modified-release capsules (Teva UK Ltd)"	"Propranolol hydrochloride"	"160mg"	"Modified-release capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"May 2019"	5318009	1
47536	304045001000027072	770021	12	"Metoprolol tartrate 12.5mg/5ml Oral suspension"	"Metoprolol Tartrate"	"12.5mg/5ml"	"Oral Suspension"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"August 2012"	19050001	1
1448	38751211000001104	66308020	785974	"Propranolol 160mg modified-release capsules"	"Propranolol hydrochloride"	"160mg"	"Modified-release capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"February 2009"	4621002	1
65602	23929211000001104	21726021	0	"Adizem-XL 120mg capsules (Waymade Healthcare Plc)"	"Diltiazem hydrochloride"	"120mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"March 2016"	21726021	1
18852	116711000001106	86924020	1322	"Disogram SR 120mg capsules (Ranbaxy (UK) Ltd)"	"Diltiazem hydrochloride"	"120mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	12030001	1
81732	38659211000001104	93872021	286	"Nebivolol 1.25mg tablets"	"Nebivolol hydrochloride"	"1.25mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"September 2020"	93872021	1
8331	51875001000027112	54498020	4418	"Inderal 160mg Tablet (AstraZeneca UK Ltd)"	"Propranolol hydrochloride"	"160mg"	"Tablet"	"Oral"		"Supraventricular Arrhythmias/Beta-Adrenoceptor Blockers"	"February 2009"	1619001	1
76299	43211000001107	62800020	47	"Bisoprolol 10mg tablets (Kent Pharma (UK) Ltd)"	"Bisoprolol fumarate"	"10mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"May 2019"	3680010	1
60565	9153911000001100	70592020	1	"Propranolol 40mg tablets (Ranbaxy (UK) Ltd)"	"Propranolol hydrochloride"	"40mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"July 2014"	5818009	1
74854	8668711000001100	20533020	18	"Metoprolol 25mg/5ml oral solution"	"Metoprolol tartrate"	"5mg/1ml"	"Oral solution"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"February 2019"	20533020	1
21773	96705001000027104	60454020	59	"Diltiazem HCl 60mg Tablet (Generics (UK) Ltd)"	"Diltiazem hydrochloride"	"60mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	3129009	1
34949	49665001000027104	54245020	270	"Propranolol 160mg Modified-release capsule (Actavis UK Ltd)"	"Propranolol hydrochloride"	"160mg"	"Modified-release capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"February 2009"	1548011	1
28048	90305001000027104	59466020	2	"Angilol 10mg Tablet (DDSA Pharmaceuticals Ltd)"	"Propranolol hydrochloride"	"10mg"	"Tablet"	"Oral"		"Supraventricular Arrhythmias/Beta-Adrenoceptor Blockers"	"February 2009"	2895001	1
61245	24597111000001108	26728021	18	"Diltiazem 60mg modified-release capsules (Sigma Pharmaceuticals Plc)"	"Diltiazem hydrochloride"	"60mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"September 2014"	26728021	1
23733	159965001000027104	69392020	1608	"Optil sr 90mg Modified-release capsule (Opus Pharmaceuticals Ltd)"	"Diltiazem hydrochloride"	"90mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	5479001	1
3827	121565001000027104	64050020	2452	"Propanix 40mg Tablet (Ashbourne Pharmaceuticals Ltd)"	"Propranolol hydrochloride"	"40mg"	"Tablet"	"Oral"		"Supraventricular Arrhythmias/Beta-Adrenoceptor Blockers"	"February 2009"	4004002	1
517	71075001000027104	57066020	79302	"Adizem sr 120mg Modified-release capsule (Napp Pharmaceuticals Ltd)"	"Diltiazem Hydrochloride"	"120mg"	"Modified-Release Capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	2266001	1
29762	120275001000027104	63850020	142	"Mepranix 50mg Tablet (Ashbourne Pharmaceuticals Ltd)"	"Metoprolol tartrate"	"50mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	3956001	1
77649	13884211000001106	951020	446	"Half Inderal LA 80mg capsules (DE Pharmaceuticals)"	"Propranolol hydrochloride"	"80mg"	"Modified-release capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"August 2019"	951020	1
62207	23928711000001108	21725021	0	"Adizem-SR 120mg capsules (Waymade Healthcare Plc)"	"Diltiazem hydrochloride"	"120mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"January 2015"	21725021	1
58982	19734511000001104	38487020	1	"Bisoprolol 10mg tablets (Medreich Plc)"	"Bisoprolol fumarate"	"10mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"March 2014"	38487020	1
13302	682311000001105	87828020	72956	"Dilzem SR 90 capsules (Teva UK Ltd)"	"Diltiazem hydrochloride"	"90mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	12488001	1
50514	17012411000001106	1122020	1	"Bisoprolol 2.5mg tablets (Healthcare Pharma Ltd)"	"Bisoprolol fumarate"	"2.5mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"January 2013"	1122020	1
59098	16158611000001108	1889020	0	"Dilzem XL 180 capsules (Lexon (UK) Ltd)"	"Diltiazem hydrochloride"	"180mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"March 2014"	1889020	1
20579	3691211000001101	85903020	4629	"Tarka modified-release capsules (Abbott Laboratories Ltd)"	"Verapamil hydrochloride/Trandolapril"	"180mg + 2mg"	"Modified-release capsule"	"Oral"		"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)/Calcium-Channel Blockers"	"February 2009"	11574001	1
67344	24343511000001100	23042021	14	"Diltiazem 300mg modified-release capsules (Ennogen Pharma Ltd)"	"Diltiazem hydrochloride"	"300mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"August 2016"	23042021	1
66048	14005611000001108	11004020	7	"Tildiem Retard 120mg tablets (DE Pharmaceuticals)"	"Diltiazem hydrochloride"	"120mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"April 2016"	11004020	1
54623	18069011000001104	99279020	413	"Beta-Prograne 160mg modified-release capsules (Accord Healthcare Ltd)"	"Propranolol hydrochloride"	"160mg"	"Modified-release capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"April 2013"	18285001	1
939	103611000001105	60296020	518360	"Tildiem Retard 90mg tablets (Sanofi)"	"Diltiazem hydrochloride"	"90mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	3091001	1
75179	99411000001101	60516020	138	"Labetalol 200mg tablets (Mylan)"	"Labetalol hydrochloride"	"200mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"March 2019"	3143010	1
3343	846611000001102	56683020	178017	"Half Securon SR 120mg tablets (Mylan)"	"Verapamil hydrochloride"	"120mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	2178001	1
34868	859211000001105	53352020	1165	"Propranolol 40mg tablets (Teva UK Ltd)"	"Propranolol hydrochloride"	"40mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"February 2009"	1323010	1
25359	2899211000001100	79243020	520	"Rapranol SR 160mg capsules (Ranbaxy (UK) Ltd)"	"Propranolol hydrochloride"	"160mg"	"Modified-release capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"February 2009"	8521001	1
74915	22409111000001104	15621021	0	"Diltiazem 120mg modified-release capsules (DE Pharmaceuticals)"	"Diltiazem hydrochloride"	"120mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2019"	15621021	1
76554	30110811000001108	53242021	1	"Verapamil 120mg modified-release tablets (DE Pharmaceuticals)"	"Verapamil hydrochloride"	"120mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"June 2019"	53242021	1
17406	813611000001103	84734020	65969	"Zemtard 180 XL capsules (Galen Ltd)"	"Diltiazem hydrochloride"	"180mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	11054003	1
78294	32396311000001100	62227021	0	"Bisoprolol 2.5mg tablets (Kent Pharma (UK) Ltd)"	"Bisoprolol fumarate"	"2.5mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"November 2019"	62227021	1
41679	534011000001101	56209020	32	"Verapamil 80mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Verapamil hydrochloride"	"80mg"	"Tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"March 2010"	2060010	1
38831	2886711000001103	95539020	65085	"Adizem-SR 180mg capsules (Napp Pharmaceuticals Ltd)"	"Diltiazem hydrochloride"	"180mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	16382001	1
5	318420003	60153020	20893122	"Atenolol 50mg tablets"	"Atenolol"	"50mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	3059002	1
68881	16632411000001108	98589020	507	"Metoprolol 12.5mg capsules"	"Metoprolol tartrate"	"12.5mg"	"Capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"February 2017"	17930001	1
15730	182185001000027104	72692020	1328	"Totamol 100mg Tablet (C P Pharmaceuticals Ltd)"	"Atenolol"	"100mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	6437002	1
79427	18265911000001104	956020	0	"Half Inderal LA 80mg capsules (Necessity Supplies Ltd)"	"Propranolol hydrochloride"	"80mg"	"Modified-release capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"December 2019"	956020	1
80244	31995811000001104	62050021	0	"Propranolol 40mg/5ml oral solution sugar free (Ennogen Healthcare Ltd)"	"Propranolol hydrochloride"	"8mg/1ml"	"Oral solution"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"March 2020"	62050021	1
63493	17328511000001104	77726020	8	"Bisoprolol 2.5mg tablets (Actavis UK Ltd)"	"Bisoprolol fumarate"	"2.5mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"June 2015"	7967009	1
54487	21266011000001104	44459020	7	"Nebivolol 2.5mg tablets (Sigma Pharmaceuticals Plc)"	"Nebivolol hydrochloride"	"2.5mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"April 2013"	44459020	1
13127	733511000001107	87836020	70981	"Dilzem XL 240 capsules (Teva UK Ltd)"	"Diltiazem hydrochloride"	"240mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	12492001	1
59969	18497711000001100	1090020	42	"Bisoprolol 5mg tablets (Almus Pharmaceuticals Ltd)"	"Bisoprolol fumarate"	"5mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"May 2014"	1090020	1
26309	203575001000027104	77216020	1062	"Optil xl 240mg Modified-release capsule (Opus Pharmaceuticals Ltd)"	"Diltiazem hydrochloride"	"240mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	7795001	1
65027	28365611000001108	44190021	1	"Bisoprolol 5mg / Aspirin 100mg capsules"	"Aspirin/Bisoprolol fumarate"	"100mg + 5mg"	"Capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Antiplatelet Products"	"December 2015"	44190021	1
4542	35903311000001104	68847020	76147	"Atenolol 50mg / Nifedipine 20mg modified-release capsules"	"Atenolol/Nifedipine"	"50mg + 20mg"	"Modified-release capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Calcium-Channel Blockers"	"February 2009"	5330001	1
62361	17012211000001108	1109020	0	"Bisoprolol 1.25mg tablets (Healthcare Pharma Ltd)"	"Bisoprolol fumarate"	"1.25mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"February 2015"	1109020	1
23587	138495001000027104	66314020	2	"Sloprolol 160mg Capsule (C P Pharmaceuticals Ltd)"	"Propranolol hydrochloride"	"160mg"	"Modified-release capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"February 2009"	4623001	1
