prodcode	dmdcode	gemscriptcode	therapyevents	productname	ingredient	strength	formulation	routeofadministration	bnfchapter	bnftext	database_build	unclearnumber
2719	220811000001105	69356020	82501	"Klaricid 250mg tablets (Abbott Laboratories Ltd)"	"Clarithromycin"	"250mg"	"Tablet"	"Oral"	5010500	"Macrolides"	"February 2009"	5469001
49166	821311000001102	5516020	0	"Phenoxymethylpenicillin 250mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Phenoxymethylpenicillin potassium"	"250mg"	"Tablet"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"January 2013"	5516020
29748	639611000001104	49227020	209	"Cefalexin 125mg/5ml oral suspension (A A H Pharmaceuticals Ltd)"	"Cefalexin"	"25mg/1ml"	"Oral suspension"	"Oral"	5010201	"Cephalosporins"	"February 2009"	301010
84322	39177211000001104	96533021	0	"Phenoxymethylpenicillin 125mg/5ml oral solution (Medihealth (Northern) Ltd)"	"Phenoxymethylpenicillin potassium"	"25mg/1ml"	"Oral solution"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"August 2021"	96533021
28544	225775001000027104	84114020	0	"Ciprofloxaxin 400mg/200ml in glucose 5% infusion"	"Ciprofloxacin Lactate"	"400mg/200ml"	"Infusion"	""	5011200	"Quinolones"	"February 2009"	10767001
58175	20097311000001108	79037020	15	"Clarithromycin 500mg tablets (Wockhardt UK Ltd)"	"Clarithromycin"	"500mg"	"Tablet"	"Oral"	5010500	"Macrolides"	"December 2013"	8422009
1146	39684111000001104	60611020	328072	"Cefalexin 250mg tablets"	"Cefalexin"	"250mg"	"Tablet"	"Oral"	5010201	"Cephalosporins"	"February 2009"	3162001
26989	219705001000027104	82352020	198	"Kiflone 125mg/5ml Oral solution (Berk Pharmaceuticals Ltd)"	"Cefalexin"	"25mg/1ml"	"Oral suspension"	"Oral"	5010201	"Cephalosporins"	"February 2009"	9971001
82411	13611811000001104	5718020	0	"Cefotaxime 1g powder for solution for injection vials (A A H Pharmaceuticals Ltd)"	"Cefotaxime sodium"	"1gram"	"Powder for solution for injection"	"Intramuscular/Intravenous"	5010201	"Cephalosporins"	"January 2021"	5718020
54208	15080911000001100	5921020	0	"Clarithromycin 250mg/5ml oral suspension (Sigma Pharmaceuticals Plc)"	"Clarithromycin"	"50mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"March 2013"	5921020
65360	17894611000001104	5793020	0	"Doxycycline 50mg capsules (Phoenix Healthcare Distribution Ltd)"	"Doxycycline hyclate"	"50mg"	"Capsule"	"Oral"		"Tetracyclines/Antimalarials/Oral Antibacterials For Acne"	"February 2016"	5793020
33993	333211000001105	54604020	2406	"Flucloxacillin 250mg capsules (Teva UK Ltd)"	"Flucloxacillin sodium"	"250mg"	"Capsule"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"February 2009"	1645009
58608	15988711000001108	6097020	0	"Ciprofloxacin 100mg tablets (Bristol Laboratories Ltd)"	"Ciprofloxacin hydrochloride"	"100mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"January 2014"	6097020
28722	757911000001105	90927020	2272	"Keflex 250mg/5ml oral suspension (Flynn Pharma Ltd)"	"Cefalexin"	"50mg/1ml"	"Oral suspension"	"Oral"	5010201	"Cephalosporins"	"February 2009"	14056001
41453	9042011000001104	69939020	48	"Clarithromycin 125mg/5ml oral suspension (Ranbaxy (UK) Ltd)"	"Clarithromycin"	"25mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"March 2010"	5627009
870	113215001000027104	62845020	130351	"Amoxicillin 250mg sugar free chewable tablets"	"Amoxicillin Trihydrate"	"250mg"	"Chewable Tablets Sugar-Free"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	3690001
7501	323825003	60547020	309	"Cefotaxime 1g powder for solution for injection vials"	"Cefotaxime sodium"	"1gram"	"Powder for solution for injection"	"Intramuscular/Intravenous"	5010201	"Cephalosporins"	"February 2009"	3150002
50946	15080711000001102	5886020	1	"Clarithromycin 250mg tablets (Sigma Pharmaceuticals Plc)"	"Clarithromycin"	"250mg"	"Tablet"	"Oral"	5010500	"Macrolides"	"January 2013"	5886020
6295	39697411000001112	86258020	14563	"Levofloxacin 250mg tablets"	"Levofloxacin hemihydrate"	"250mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"February 2009"	11732001
54897	13745611000001100	5883020	0	"Clarithromycin 250mg tablets (Tillomed Laboratories Ltd)"	"Clarithromycin"	"250mg"	"Tablet"	"Oral"	5010500	"Macrolides"	"May 2013"	5883020
81766	20943011000001104	42211020	0	"Azithromycin 500mg tablets (Actavis UK Ltd)"	"Azithromycin"	"500mg"	"Tablet"	"Oral"	5010500	"Macrolides"	"September 2020"	42211020
83961	34748411000001104	78225021	0	"Amoxicillin 1g powder for solution for injection vials (Bowmed Ibisqus Ltd)"	"Amoxicillin sodium"	"1gram"	"Powder for solution for injection"	"Intramuscular/Intravenous"	5010103	"Broad-Spectrum Penicillins"	"June 2021"	78225021
34322	120165001000027104	63836020	16	"Ciprofloxacin 500mg Tablet (Niche Generics Ltd)"	"Ciprofloxacin hydrochloride"	"500mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"February 2009"	3951009
32643	660211000001101	49220020	71	"Cefalexin 500mg capsules (A A H Pharmaceuticals Ltd)"	"Cefalexin"	"500mg"	"Capsule"	"Oral"	5010201	"Cephalosporins"	"February 2009"	300010
64596	28035511000001100	40670021	0	"Benzylpenicillin 1.2g powder for solution for injection vials (Alliance Healthcare (Distribution) Ltd)"	"Benzylpenicillin sodium"	"1.2gram"	"Powder for solution for injection"	"Intravenous"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"October 2015"	40670021
78601	32507311000001104	67803021	1	"Quinsair 240mg nebuliser solution ampoules (Chiesi Ltd)"	"Levofloxacin hemihydrate"	"100mg/1ml"	"Nebuliser liquid"	"Inhalation"	5011200	"Quinolones"	"November 2019"	67803021
34228	875911000001100	48709020	14	"Ampicillin 250mg capsules (A A H Pharmaceuticals Ltd)"	"Ampicillin"	"250mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	177009
34675	604211000001105	56448020	69	"Phenoxymethylpenicillin 125mg/5ml oral solution (IVAX Pharmaceuticals UK Ltd)"	"Phenoxymethylpenicillin potassium"	"25mg/1ml"	"Oral solution"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"February 2009"	2119009
2507	386811000001108	48262020	18316	"Augmentin 375mg dispersible tablets (GlaxoSmithKline UK Ltd)"	"Amoxicillin trihydrate/Potassium clavulanate"	"250mg + 125mg"	"Dispersible tablet"	"Oral"	0	"Unknown"	"February 2009"	72002
24200	230775001000027104	85578020	5	"Respillin 500mg Capsule (OPD Pharm)"	"Amoxicillin trihydrate"	"500mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	11443002
2545	323398002	70677020	3721	"Benzylpenicillin 600mg powder for solution for injection vials"	"Benzylpenicillin sodium"	"600mg"	"Powder for solution for injection"	"Intravenous/Intramuscular"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"February 2009"	5842002
83812	63775001000027104	56001020	8	"Cefalexin 125mg/5ml Oral solution (Lagap)"	"Cefalexin"	"25mg/1ml"	"Oral suspension"	"Oral"	5010201	"Cephalosporins"	"May 2021"	2009010
54455	74625001000027104	57547020	1	"Crystapen 6g/vial Injection (Glaxo Laboratories Ltd)"	"Benzylpenicillin Sodium"	"6g/vial"	"Injection"	""	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"April 2013"	2384002
55312	22009111000001104	47412020	0	"Co-amoxiclav 250mg/125mg tablets (Waymade Healthcare Plc)"	"Amoxicillin trihydrate/Potassium clavulanate"	"250mg + 125mg"	"Tablet"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"May 2013"	47412020
31669	38295001000027112	52818020	0	"Pondocillin 120mg Sachets (LEO Pharma)"	"Pivampicillin"	"120mg"	"Sachets"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	1179002
33343	739011000001101	56816020	809	"Amoxicillin 250mg capsules (Actavis UK Ltd)"	"Amoxicillin trihydrate"	"250mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	2209009
577	323567000	71704020	731	"Co-amoxiclav 500mg/100mg powder for solution for injection vials"	"Amoxicillin sodium/Potassium clavulanate"	"500mg + 100mg"	"Powder for solution for injection"	"Intravenous"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	6150001
59542	14758011000001100	5796020	203	"Vibramycin-D 100mg dispersible tablets (Sigma Pharmaceuticals Plc)"	"Doxycycline monohydrate"	"100mg"	"Dispersible tablet"	"Oral"		"Tetracyclines/Antimalarials/Oral Antibacterials For Acne"	"April 2014"	5796020
49590	16138011000001104	5577020	9	"Amoxil 500mg capsules (Lexon (UK) Ltd)"	"Amoxicillin trihydrate"	"500mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"January 2013"	5577020
71937	34679211000001108	77924021	0	"Co-amoxiclav 500mg/125mg tablets (Almus Pharmaceuticals Ltd)"	"Amoxicillin trihydrate/Potassium clavulanate"	"500mg + 125mg"	"Tablet"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"April 2018"	77924021
76233	35591411000001104	81463021	1	"Amoxicillin 500mg capsules (RX Farma)"	"Amoxicillin trihydrate"	"500mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"May 2019"	81463021
69480	30825911000001104	57352021	0	"Erythromycin 250mg gastro-resistant tablets (Mawdsley-Brooks & Company Ltd)"	"Erythromycin"	"250mg"	"Gastro-resistant tablet"	"Oral"		"Macrolides/Oral Antibacterials For Acne"	"May 2017"	57352021
84199	36841511000001112	85610021	0	"Ciprofloxacin 500mg tablets (Torrent Pharma (UK) Ltd)"	"Ciprofloxacin hydrochloride"	"500mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"July 2021"	85610021
40320	22211000001104	60003020	25	"Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free (Ranbaxy (UK) Ltd)"	"Amoxicillin trihydrate/Potassium clavulanate"	"50mg/1ml + 12.5mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"September 2009"	3025009
400	39694811000001104	72805020	1507114	"Cefalexin 500mg capsules"	"Cefalexin"	"500mg"	"Capsule"	"Oral"	5010201	"Cephalosporins"	"February 2009"	6470002
1391	148225001000027104	67566020	154260	"Amoxicillin 250mg / Clavulanic acid 125mg tablets"	"Amoxicillin Trihydrate/Potassium Clavulanate"	"250mg + 125mg"	"Tablets"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	4970001
22179	6355001000027104	48803020	1	"Crystapen g 250mg Tablet (Glaxo Laboratories Ltd)"	"Benzylpenicillin Potassium"	"250mg"	"Tablet"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"February 2009"	199001
45898	9209211000001100	70407020	2	"Phenoxymethylpenicillin 125mg/5ml oral solution sugar free (Kent Pharma (UK) Ltd)"	"Phenoxymethylpenicillin potassium"	"25mg/1ml"	"Oral solution"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"August 2011"	5765009
67794	158511000001109	5758020	0	"Cefalexin 250mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd)"	"Cefalexin"	"50mg/1ml"	"Oral suspension"	"Oral"	5010201	"Cephalosporins"	"October 2016"	5758020
67710	30131011000001100	53502021	0	"Flucloxacillin 500mg capsules (Mawdsley-Brooks & Company Ltd)"	"Flucloxacillin sodium"	"500mg"	"Capsule"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"September 2016"	53502021
5357	37083211000001104	76385020	127973	"Clarithromycin 250mg/5ml oral suspension"	"Clarithromycin"	"50mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"February 2009"	7504003
75331	34962811000001108	78975021	0	"Co-amoxiclav 500mg/125mg tablets (Bristol Laboratories Ltd)"	"Amoxicillin trihydrate/Potassium clavulanate"	"500mg + 125mg"	"Tablet"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"March 2019"	78975021
2326	89785001000027104	59404020	43826	"Erythromycin 500mg/5ml oral suspension"	"Erythromycin Ethyl Succinate"	"500mg/5ml"	"Suspension"	"Oral"	5010500	"Macrolides"	"February 2009"	2882003
9925	102375001000027104	61378020	2692	"Clavulanic acid 125mg with Amoxicillin 250mg tablets"	"Amoxicillin Trihydrate/Potassium Clavulanate"	"125mg + 250mg"	"Tablets"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	3339001
40148	785111000001106	65436020	910	"Co-amoxiclav 500mg/125mg tablets (Kent Pharma (UK) Ltd)"	"Amoxicillin trihydrate/Potassium clavulanate"	"500mg + 125mg"	"Tablet"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"August 2009"	4381009
2227	36134311000001104	60618020	23698	"Cefalexin 500mg/5ml oral suspension"	"Cefalexin"	"100mg/1ml"	"Oral suspension"	"Oral"	0	"Unknown"	"February 2009"	3163003
59422	256511000001105	60748020	0	"Flucloxacillin 500mg powder for solution for injection vials (Wockhardt UK Ltd)"	"Flucloxacillin sodium"	"500mg"	"Powder for solution for injection"	"Intramuscular/Intravenous/Inhalation/Intraarticular/Intrapleural"	5010102	"Penicillinase-Resistant Penicillins"	"April 2014"	3191011
54903	9157411000001102	5894020	0	"Clarithromycin 125mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd)"	"Clarithromycin"	"25mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"May 2013"	5894020
33329	6211000001105	53528020	501	"Cefalexin 125mg/5ml oral suspension (Teva UK Ltd)"	"Cefalexin"	"25mg/1ml"	"Oral suspension"	"Oral"	5010201	"Cephalosporins"	"February 2009"	1364010
58463	9547111000001104	71678020	0	"Cefuroxime 250mg tablets (Sandoz Ltd)"	"Cefuroxime axetil"	"250mg"	"Tablet"	"Oral"	5010201	"Cephalosporins"	"December 2013"	6141009
71001	17782311000001104	5628020	0	"Ampicillin 250mg capsules (Phoenix Healthcare Distribution Ltd)"	"Ampicillin"	"250mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"December 2017"	5628020
34683	337811000001100	60479020	250	"Flucloxacillin 125mg/5ml oral solution (Mylan)"	"Flucloxacillin sodium"	"25mg/1ml"	"Oral solution"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"February 2009"	3134011
78246	17908811000001104	5539020	0	"Flucloxacillin 500mg capsules (Phoenix Healthcare Distribution Ltd)"	"Flucloxacillin sodium"	"500mg"	"Capsule"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"November 2019"	5539020
52860	364011000001109	5856020	258	"Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd)"	"Erythromycin ethyl succinate"	"50mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"January 2013"	5856020
34435	92055001000027104	59692020	172	"Amoxicillin 250mg Capsule (DDSA Pharmaceuticals Ltd)"	"Amoxicillin trihydrate"	"250mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	2949009
224	153085001000027104	68219020	10230	"Penicillin V 62.5mg/5ml syrup"	"Phenoxymethylpenicillin Potassium"	"62.5mg/5ml"	"Syrup"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"February 2009"	5154002
56717	390611000001106	5552020	0	"Flucloxacillin 500mg powder for solution for injection vials (A A H Pharmaceuticals Ltd)"	"Flucloxacillin sodium"	"500mg"	"Powder for solution for injection"	"Intramuscular/Intravenous/Inhalation/Intraarticular/Intrapleural"	5010102	"Penicillinase-Resistant Penicillins"	"August 2013"	5552020
38684	4715001000027103	48583020	12	"Amoxicillin 500mg Capsule (C P Pharmaceuticals Ltd)"	"Amoxicillin trihydrate"	"500mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	151010
68806	32492211000001104	66164021	0	"Phenoxymethylpenicillin 250mg/5ml oral solution sugar free (Brown & Burk UK Ltd)"	"Phenoxymethylpenicillin potassium"	"50mg/1ml"	"Oral solution"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"February 2017"	66164021
34346	799511000001103	55504020	1670	"Phenoxymethylpenicillin 250mg tablets (Teva UK Ltd)"	"Phenoxymethylpenicillin potassium"	"250mg"	"Tablet"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"February 2009"	1886009
82183	36516011000001104	83317021	0	"Cefotaxime 1g powder for solution for injection vials (MIP Pharma GmbH)"	"Cefotaxime sodium"	"1gram"	"Powder for solution for injection"	"Intramuscular/Intravenous"	5010201	"Cephalosporins"	"November 2020"	83317021
59069	17852311000001108	5750020	0	"Cefalexin 250mg tablets (Phoenix Healthcare Distribution Ltd)"	"Cefalexin"	"250mg"	"Tablet"	"Oral"	5010201	"Cephalosporins"	"March 2014"	5750020
50609	17954511000001102	21350020	0	"Phenoxymethylpenicillin 250mg/5ml oral solution sugar free (Phoenix Healthcare Distribution Ltd)"	"Phenoxymethylpenicillin potassium"	"50mg/1ml"	"Oral solution"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"January 2013"	21350020
204	24135001000027104	51032020	23867	"Penbritin 250mg Capsule (Beecham Research Laboratories)"	"Ampicillin"	"250mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	724001
33701	290311000001105	62493020	36	"Co-amoxiclav 500mg/125mg tablets (A A H Pharmaceuticals Ltd)"	"Amoxicillin trihydrate/Potassium clavulanate"	"500mg + 125mg"	"Tablet"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	3608009
80191	36492911000001104	83316021	0	"Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free (Medreich Plc)"	"Amoxicillin trihydrate/Potassium clavulanate"	"50mg/1ml + 12.5mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"March 2020"	83316021
82252	38848311000001104	94648021	0	"Co-amoxiclav 250mg/125mg tablets (Medihealth (Northern) Ltd)"	"Amoxicillin trihydrate/Potassium clavulanate"	"250mg + 125mg"	"Tablet"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"January 2021"	94648021
4489	10305001000027100	49294020	5022	"Erycen 250mg Tablet (Berk Pharmaceuticals Ltd)"	"Erythromycin"	"250mg"	"Gastro-resistant tablet"	"Oral"		"Macrolides/Oral Antibacterials For Acne"	"February 2009"	316001
59879	22608811000001104	16725021	0	"Amoxicillin 500mg capsules (DE Pharmaceuticals)"	"Amoxicillin trihydrate"	"500mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"May 2014"	16725021
52666	19692311000001100	5623020	31	"Augmentin 250/62 SF oral suspension (Sigma Pharmaceuticals Plc)"	"Amoxicillin trihydrate/Potassium clavulanate"	"50mg/1ml + 12.5mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"January 2013"	5623020
66727	12020511000001100	30383020	5	"Ciprofloxacin 500mg/5ml oral suspension"	"Ciprofloxacin"	"100mg/1ml"	"Oral suspension"	"Oral"	5011200	"Quinolones"	"July 2016"	30383020
10771	388911000001104	54607020	121	"Amoxil 250mg powder for solution for injection vials (GlaxoSmithKline UK Ltd)"	"Amoxicillin sodium"	"250mg"	"Powder for solution for injection"	"Intravenous/Intramuscular"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	1646001
34424	289911000001104	55501020	191	"Phenoxymethylpenicillin 250mg/5ml oral solution (Teva UK Ltd)"	"Phenoxymethylpenicillin potassium"	"50mg/1ml"	"Oral solution"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"February 2009"	1885010
65031	28943611000001108	48041021	0	"Amoxicillin 250mg/5ml oral suspension (Crescent Pharma Ltd)"	"Amoxicillin trihydrate"	"50mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"December 2015"	48041021
318	65335001000027104	56230020	122631	"Erymax 250mg Capsule (Elan Pharma)"	"Erythromycin"	"250mg"	"Gastro-resistant capsule"	"Oral"		"Macrolides/Oral Antibacterials For Acne"	"February 2009"	2067001
83851	38825001000027104	52890020	0	"Amoxicillin 250mg Capsule (Berk Pharmaceuticals Ltd)"	"Amoxicillin trihydrate"	"250mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"May 2021"	1196009
68690	30123211000001108	53522021	0	"Doxycycline 100mg capsules (Mawdsley-Brooks & Company Ltd)"	"Doxycycline hyclate"	"100mg"	"Capsule"	"Oral"		"Tetracyclines/Antimalarials/Oral Antibacterials For Acne"	"January 2017"	53522021
40747	97495001000027104	60613020	2	"Cefalexin 250mg chewable tablets"	"Cefalexin"	"250mg"	"Chewable Tablet"	"Oral"	5010201	"Cephalosporins"	"November 2009"	3162003
72219	16443111000001108	77116020	12	"Flucloxacillin 125mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)"	"Flucloxacillin sodium"	"25mg/1ml"	"Oral solution"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"May 2018"	7760009
72318	35141111000001104	79498021	0	"Clarithromycin 500mg tablets (Milpharm Ltd)"	"Clarithromycin"	"500mg"	"Tablet"	"Oral"	5010500	"Macrolides"	"June 2018"	79498021
24847	148195001000027104	67563020	4	"Ampicillin 500mg / Flucloxacillin 500mg injection"	"Ampicillin Trihydrate/Flucloxacillin Sodium"	"500mg+500mg"	"Injection"	""		"Penicillinase-Resistant Penicillins/Broad-Spectrum Penicillins"	"February 2009"	4969001
76430	19833511000001104	38983020	0	"Ciprofloxacin 750mg tablets (APC Pharmaceuticals & Chemicals (Europe) Ltd)"	"Ciprofloxacin hydrochloride"	"750mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"May 2019"	38983020
8960	152455001000027104	68120020	2108	"Pondocillin plus Tablet (Edwin Burgess Ltd)"	"Pivampicillin/Pivmecillinam Hydrochloride"	""	"Tablet"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	5127001
